state_name,county_name,total_population,total_area, percent_urban,percent_rural,full_name
Tennessee,Smith,19166,814004493,"17,12","82,88","Smith, Tennessee"
Tennessee,Stewart,13324,1189659929,0,100,"Stewart, Tennessee"
Tennessee,Sullivan,156823,1070605281,"74,44","25,56","Sullivan, Tennessee"
Tennessee,Sumner,160645,1371267673,"72,12","27,88","Sumner, Tennessee"
Tennessee,Tipton,61081,1187161824,"44,87","55,13","Tipton, Tennessee"
Tennessee,Trousdale,7870,295758787,0,100,"Trousdale, Tennessee"
Tennessee,Unicoi,18313,482165202,"55,33","44,67","Unicoi, Tennessee"
Tennessee,Union,19109,578990181,0,100,"Union, Tennessee"
Tennessee,Van Buren,5548,708142475,0,100,"Van Buren, Tennessee"
Tennessee,Warren,39839,1120635730,"38,62","61,38","Warren, Tennessee"
Tennessee,Washington,122979,845539916,"73,58","26,42","Washington, Tennessee"
Tennessee,Wayne,17021,1901310603,0,100,"Wayne, Tennessee"
Tennessee,Weakley,35021,1503135455,"32,99","67,01","Weakley, Tennessee"
Tennessee,White,25841,975578971,"21,83","78,17","White, Tennessee"
Tennessee,Williamson,183182,1508925443,"80,61","19,39","Williamson, Tennessee"
Tennessee,Wilson,113993,1478433235,"61,53","38,47","Wilson, Tennessee"
Texas,Anderson,58458,2752126295,"32,94","67,06","Anderson, Texas"
Texas,Andrews,14786,3886829704,"83,5","16,5","Andrews, Texas"
Texas,Angelina,86771,2066235308,"56,92","43,08","Angelina, Texas"
Texas,Aransas,23158,652868851,"72,74","27,26","Aransas, Texas"
Texas,Archer,9054,2339043608,"11,01","88,99","Archer, Texas"
Texas,Armstrong,1901,2354581881,0,100,"Armstrong, Texas"
Texas,Atascosa,44911,3158604888,"39,29","60,71","Atascosa, Texas"
Texas,Austin,28417,1674448899,"33,66","66,34","Austin, Texas"
Texas,Bailey,7165,2141394831,"71,25","28,75","Bailey, Texas"
Texas,Bandera,20485,2048578865,0,100,"Bandera, Texas"
Texas,Bastrop,74171,2300298811,"36,15","63,85","Bastrop, Texas"
Texas,Baylor,3726,2246766775,0,100,"Baylor, Texas"
Texas,Bee,31861,2279809490,"57,02","42,98","Bee, Texas"
Texas,Bell,310235,2722118322,"84,81","15,19","Bell, Texas"
Texas,Bexar,1714773,3211119983,"95,46","4,54","Bexar, Texas"
Texas,Blanco,10497,1836951743,0,100,"Blanco, Texas"
Texas,Borden,641,2324365341,0,100,"Borden, Texas"
Texas,Bosque,18212,2545902347,"18,78","81,22","Bosque, Texas"
Texas,Bowie,92565,2292153748,"64,58","35,42","Bowie, Texas"
Texas,Brazoria,313166,3516429692,"77,47","22,53","Brazoria, Texas"
Texas,Brazos,194851,1516296157,"87,94","12,06","Brazos, Texas"
Texas,Brewster,9232,16015795085,"65,13","34,87","Brewster, Texas"
Texas,Briscoe,1637,2330990994,0,100,"Briscoe, Texas"
Texas,Brooks,7223,2443301936,"68,24","31,76","Brooks, Texas"
Texas,Brown,38106,2446070964,"59,6","40,4","Brown, Texas"
Texas,Burleson,17187,1706870641,"23,34","76,66","Burleson, Texas"
Texas,Burnet,42750,2575116582,"44,33","55,67","Burnet, Texas"
Texas,Caldwell,38066,1412208030,"57,71","42,29","Caldwell, Texas"
Texas,Calhoun,21381,1312710613,"55,27","44,73","Calhoun, Texas"
Texas,Callahan,13544,2329363248,"27,82","72,18","Callahan, Texas"
Texas,Cameron,406220,2307478146,"91,58","8,42","Cameron, Texas"
Texas,Camp,12401,507188128,"38,52","61,48","Camp, Texas"
Texas,Carson,6182,2383359553,"4,8","95,2","Carson, Texas"
Texas,Cass,30464,2426723555,"25,99","74,01","Cass, Texas"
Texas,Castro,8062,2316572704,"54,24","45,76","Castro, Texas"
Texas,Chambers,35096,1546578832,"54,28","45,72","Chambers, Texas"
Texas,Cherokee,50845,2727030862,"36,95","63,05","Cherokee, Texas"
Texas,Childress,7041,1803680222,"66,85","33,15","Childress, Texas"
Texas,Clay,10752,2819774443,"25,4","74,6","Clay, Texas"
Texas,Cochran,3127,2007629814,0,100,"Cochran, Texas"
Texas,Coke,3320,2360695668,0,100,"Coke, Texas"
Texas,Coleman,8895,3268424436,"48,45","51,55","Coleman, Texas"
Texas,Collin,782341,2178761906,"94,76","5,24","Collin, Texas"
Texas,Collingsworth,3057,2378750619,0,100,"Collingsworth, Texas"
Texas,Colorado,20874,2487097169,"37,39","62,61","Colorado, Texas"
Texas,Comal,108472,1449037063,"53,85","46,15","Comal, Texas"
Texas,Comanche,13974,2428770746,"28,54","71,46","Comanche, Texas"
Texas,Concho,4087,2548028356,0,100,"Concho, Texas"
Texas,Cooke,38437,2265615780,"40,97","59,03","Cooke, Texas"
Texas,Coryell,75388,2724838887,"80,58","19,42","Coryell, Texas"
Texas,Cottle,1505,2332448314,0,100,"Cottle, Texas"
Texas,Crane,4375,2033318846,"89,3","10,7","Crane, Texas"
Texas,Crockett,3719,7270944161,"77,25","22,75","Crockett, Texas"
Texas,Crosby,6059,2331501397,0,100,"Crosby, Texas"
Texas,Culberson,2398,9875100057,0,100,"Culberson, Texas"
Texas,Dallam,6703,3893423598,"76,46","23,54","Dallam, Texas"
Texas,Dallas,2368139,2256602704,"99,31","0,69","Dallas, Texas"
Texas,Dawson,13833,2331781493,"83,71","16,29","Dawson, Texas"
Texas,Deaf Smith,19372,3876869424,"82,29","17,71","Deaf Smith, Texas"
Texas,Delta,5231,665173912,0,100,"Delta, Texas"
Texas,Denton,662614,2275129231,"93,09","6,91","Denton, Texas"
Texas,DeWitt,20097,2354235330,"50,38","49,62","DeWitt, Texas"
Texas,Dickens,2444,2335454793,0,100,"Dickens, Texas"
Texas,Dimmit,9996,3441794213,"60,52","39,48","Dimmit, Texas"
Texas,Donley,3677,2400623352,0,100,"Donley, Texas"
Texas,Duval,11782,4645094317,"32,96","67,04","Duval, Texas"
Texas,Eastland,18583,2399599329,"39,65","60,35","Eastland, Texas"
Texas,Ector,137130,2324999033,"90,54","9,46","Ector, Texas"
Texas,Edwards,2002,5485225839,0,100,"Edwards, Texas"
Texas,Ellis,149610,2422900216,"68,02","31,98","Ellis, Texas"
Texas,El Paso,800647,2622862905,"97,83","2,17","El Paso, Texas"
Texas,Erath,37890,2805141510,"53,68","46,32","Erath, Texas"
Texas,Falls,17866,1982590781,"32,64","67,36","Falls, Texas"
Texas,Fannin,33915,2307256396,"29,47","70,53","Fannin, Texas"
Texas,Fayette,24554,2460509670,"32,86","67,14","Fayette, Texas"
Texas,Fisher,3974,2328245716,0,100,"Fisher, Texas"
Texas,Floyd,6446,2569637321,"46,68","53,32","Floyd, Texas"
Texas,Foard,1336,1824378528,0,100,"Foard, Texas"
Texas,Fort Bend,585375,2231225129,"94,46","5,54","Fort Bend, Texas"
Texas,Franklin,10605,736568975,"30,87","69,13","Franklin, Texas"
Texas,Freestone,19816,2273333089,"33,52","66,48","Freestone, Texas"
Texas,Frio,17217,2935750557,"77,82","22,18","Frio, Texas"
Texas,Gaines,17526,3891133239,"36,96","63,04","Gaines, Texas"
Texas,Galveston,291309,979943275,"93,85","6,15","Galveston, Texas"
Texas,Garza,6461,2313926862,"77,67","22,33","Garza, Texas"
Texas,Gillespie,24837,2740760701,"46,35","53,65","Gillespie, Texas"
Texas,Glasscock,1226,2331553028,0,100,"Glasscock, Texas"
Texas,Goliad,7210,2206706631,0,100,"Goliad, Texas"
Texas,Gonzales,19807,2762708316,"34,72","65,28","Gonzales, Texas"
Texas,Gray,22535,2398261524,"80,61","19,39","Gray, Texas"
Texas,Grayson,120877,2415950507,"56,85","43,15","Grayson, Texas"
Texas,Gregg,121730,707850624,"86,64","13,36","Gregg, Texas"
Texas,Grimes,26604,2039510046,"31,1","68,9","Grimes, Texas"
Texas,Guadalupe,131533,1842257555,"73,84","26,16","Guadalupe, Texas"
Texas,Hale,36273,2602115719,"76,9","23,1","Hale, Texas"
Texas,Hall,3353,2288233552,0,100,"Hall, Texas"
Texas,Hamilton,8517,2165007849,"35,62","64,38","Hamilton, Texas"
Texas,Hansford,5613,2382296710,"59,67","40,33","Hansford, Texas"
Texas,Hardeman,4139,1800337037,0,100,"Hardeman, Texas"
Texas,Hardin,54635,2306558884,"48,45","51,55","Hardin, Texas"
Texas,Harris,4092459,4411986582,"98,79","1,21","Harris, Texas"
Texas,Harrison,65631,2330861809,"43,95","56,05","Harrison, Texas"
Texas,Hartley,6062,3786647934,"42,74","57,26","Hartley, Texas"
Texas,Haskell,5899,2339099141,"52,38","47,62","Haskell, Texas"
Texas,Hays,157107,1755954943,"68,29","31,71","Hays, Texas"
Texas,Hemphill,3807,2347270276,"73,05","26,95","Hemphill, Texas"
Texas,Henderson,78532,2262997188,"39,89","60,11","Henderson, Texas"
Texas,Hidalgo,774769,4068521768,"94,86","5,14","Hidalgo, Texas"
Texas,Hill,35089,2483445279,"23,73","76,27","Hill, Texas"
Texas,Hockley,22935,2352723875,"60,15","39,85","Hockley, Texas"
Texas,Hood,51182,1089456081,"67,15","32,85","Hood, Texas"
Texas,Hopkins,35161,1986971988,"40,37","59,63","Hopkins, Texas"
Texas,Houston,23732,3188040155,"26,51","73,49","Houston, Texas"
Texas,Howard,35012,2333038341,"79,94","20,06","Howard, Texas"
Texas,Hudspeth,3476,11838791961,0,100,"Hudspeth, Texas"
Texas,Hunt,86129,2176414426,"43,37","56,63","Hunt, Texas"
Texas,Hutchinson,22150,2298404081,"77,44","22,56","Hutchinson, Texas"
Texas,Irion,1599,2723534675,0,100,"Irion, Texas"
Texas,Jack,9044,2358603193,"46,78","53,22","Jack, Texas"
Texas,Jackson,14075,2148225451,"38,18","61,82","Jackson, Texas"
Texas,Jasper,35710,2431597700,"21,81","78,19","Jasper, Texas"
Texas,Jeff Davis,2342,5865171164,0,100,"Jeff Davis, Texas"
Texas,Jefferson,252273,2269593704,"91,6","8,4","Jefferson, Texas"
Texas,Jim Hogg,5300,2942584159,"82,6","17,4","Jim Hogg, Texas"
Texas,Jim Wells,40838,2240251330,"59,91","40,09","Jim Wells, Texas"
Texas,Johnson,150934,1876943426,"62,13","37,87","Johnson, Texas"
Texas,Jones,20202,2404944484,"14,85","85,15","Jones, Texas"
Texas,Karnes,14824,1936160430,"61,61","38,39","Karnes, Texas"
Texas,Kaufman,103350,2022000741,"51,18","48,82","Kaufman, Texas"
Texas,Kendall,33410,1715745632,"41,84","58,16","Kendall, Texas"
Texas,Kenedy,416,3777053964,0,100,"Kenedy, Texas"
Texas,Kent,808,2337481857,0,100,"Kent, Texas"
Texas,Kerr,49625,2857580696,"58,9","41,1","Kerr, Texas"
Texas,Kimble,4607,3240040898,"55,7","44,3","Kimble, Texas"
Texas,King,286,2359146771,0,100,"King, Texas"
Texas,Kinney,3598,3522525947,"79,54","20,46","Kinney, Texas"
Texas,Kleberg,32061,2282577985,"81,13","18,87","Kleberg, Texas"
Texas,Knox,3719,2203097010,0,100,"Knox, Texas"
Texas,Lamar,49793,2349611989,"52,92","47,08","Lamar, Texas"
Texas,Lamb,13977,2631897591,"42,31","57,69","Lamb, Texas"
Texas,Lampasas,19677,1846247052,"31,73","68,27","Lampasas, Texas"
Texas,La Salle,6886,3850510690,"53,65","46,35","La Salle, Texas"
Texas,Lavaca,19263,2511532178,"18,68","81,32","Lavaca, Texas"
Texas,Lee,16612,1629142826,"30,28","69,72","Lee, Texas"
Texas,Leon,16801,2779447286,0,100,"Leon, Texas"
Texas,Liberty,75643,3000284900,"36,77","63,23","Liberty, Texas"
Texas,Limestone,23384,2344684360,"46,38","53,62","Limestone, Texas"
Texas,Lipscomb,3302,2414332816,0,100,"Lipscomb, Texas"
Texas,Live Oak,11531,2692800935,0,100,"Live Oak, Texas"
Texas,Llano,19301,2419137915,"54,82","45,18","Llano, Texas"
Texas,Loving,82,1732507837,0,100,"Loving, Texas"
Texas,Lubbock,278831,2319591231,"88,66","11,34","Lubbock, Texas"
Texas,Lynn,5915,2309924936,"43,28","56,72","Lynn, Texas"
Texas,McCulloch,8283,2759886938,"64,67","35,33","McCulloch, Texas"
Texas,McLennan,234906,2686079968,"76,65","23,35","McLennan, Texas"
Texas,McMullen,707,2951100162,0,100,"McMullen, Texas"
Texas,Madison,13664,1207102873,"32,6","67,4","Madison, Texas"
Texas,Marion,10546,986475529,0,100,"Marion, Texas"
Texas,Martin,4799,2369694111,0,100,"Martin, Texas"
Texas,Mason,4012,2405588947,0,100,"Mason, Texas"
Texas,Matagorda,36702,2849700666,"63,58","36,42","Matagorda, Texas"
Texas,Maverick,54258,3313264152,"90,74","9,26","Maverick, Texas"
Texas,Medina,46006,3432656186,"38,44","61,56","Medina, Texas"
Texas,Menard,2242,2336245942,0,100,"Menard, Texas"
Texas,Midland,136872,2331764835,"87,71","12,29","Midland, Texas"
Texas,Milam,24757,2633837445,"43,82","56,18","Milam, Texas"
Texas,Mills,4936,1937987484,0,100,"Mills, Texas"
Texas,Mitchell,9403,2359711652,"63,26","36,74","Mitchell, Texas"
Texas,Montague,19719,2411034772,"41,06","58,94","Montague, Texas"
Texas,Montgomery,455746,2698080682,"77,27","22,73","Montgomery, Texas"
Texas,Moore,21904,2330188778,"83,19","16,81","Moore, Texas"
Texas,Morris,12934,652637107,"21,58","78,42","Morris, Texas"
Texas,Motley,1210,2562954830,0,100,"Motley, Texas"
Texas,Nacogdoches,64524,2451520148,"53,54","46,46","Nacogdoches, Texas"
Texas,Navarro,47735,2614922711,"47,34","52,66","Navarro, Texas"
Texas,Newton,14445,2418212417,0,100,"Newton, Texas"
Texas,Nolan,15216,2362061553,"67,34","32,66","Nolan, Texas"
Texas,Nueces,340223,2171658351,"93,55","6,45","Nueces, Texas"
Texas,Ochiltree,10223,2376642415,"86,09","13,91","Ochiltree, Texas"
Texas,Oldham,2052,3886363298,0,100,"Oldham, Texas"
Texas,Orange,81837,864197805,"64,83","35,17","Orange, Texas"
Texas,Palo Pinto,28111,2465126895,"49,78","50,22","Palo Pinto, Texas"
Texas,Panola,23796,2076521423,"27,28","72,72","Panola, Texas"
Texas,Parker,116927,2339997883,"43,92","56,08","Parker, Texas"
Texas,Parmer,10269,2281204393,"39,98","60,02","Parmer, Texas"
Texas,Pecos,15507,12338306457,"60,22","39,78","Pecos, Texas"
Texas,Polk,45413,2737858277,"22,36","77,64","Polk, Texas"
Texas,Potter,121073,2352666798,91,9,"Potter, Texas"
Texas,Presidio,7818,9985016638,"59,53","40,47","Presidio, Texas"
Texas,Rains,10914,594278071,"6,77","93,23","Rains, Texas"
Texas,Randall,120725,2360887059,"85,62","14,38","Randall, Texas"
Texas,Reagan,3367,3044015959,"86,69","13,31","Reagan, Texas"
Texas,Real,3309,1810906179,0,100,"Real, Texas"
Texas,Red River,12860,2684724244,"24,27","75,73","Red River, Texas"
Texas,Reeves,13783,6825588429,"85,5","14,5","Reeves, Texas"
Texas,Refugio,7383,1995440836,"39,32","60,68","Refugio, Texas"
Texas,Roberts,929,2393298505,0,100,"Roberts, Texas"
Texas,Robertson,16622,2216209138,"26,15","73,85","Robertson, Texas"
Texas,Rockwall,78337,329020647,"83,96","16,04","Rockwall, Texas"
Texas,Runnels,10501,2721933935,"59,24","40,76","Runnels, Texas"
Texas,Rusk,53330,2393217679,"34,13","65,87","Rusk, Texas"
Texas,Sabine,10834,1272694571,0,100,"Sabine, Texas"
Texas,San Augustine,8865,1374395555,0,100,"San Augustine, Texas"
Texas,San Jacinto,26384,1474331589,0,100,"San Jacinto, Texas"
Texas,San Patricio,64804,1796028941,"80,35","19,65","San Patricio, Texas"
Texas,San Saba,6131,2940404691,"50,64","49,36","San Saba, Texas"
Texas,Schleicher,3461,3394517068,0,100,"Schleicher, Texas"
Texas,Scurry,16921,2345088415,"68,3","31,7","Scurry, Texas"
Texas,Shackelford,3378,2367989977,0,100,"Shackelford, Texas"
Texas,Shelby,25448,2060551461,"20,57","79,43","Shelby, Texas"
Texas,Sherman,3034,2390650564,0,100,"Sherman, Texas"
Texas,Smith,209714,2386555662,"68,39","31,61","Smith, Texas"
Texas,Somervell,8490,482937084,0,100,"Somervell, Texas"
Texas,Starr,60968,3168018574,"76,29","23,71","Starr, Texas"
Texas,Stephens,9630,2322492721,"60,63","39,37","Stephens, Texas"
Texas,Sterling,1143,2391727824,0,100,"Sterling, Texas"
Texas,Stonewall,1490,2373240591,0,100,"Stonewall, Texas"
Texas,Sutton,4128,3765651337,"81,2","18,8","Sutton, Texas"
Texas,Swisher,7854,2305501907,"62,43","37,57","Swisher, Texas"
Texas,Tarrant,1809034,2236735560,"98,71","1,29","Tarrant, Texas"
Texas,Taylor,131506,2371267567,"83,97","16,03","Taylor, Texas"
Texas,Terrell,984,6107258291,0,100,"Terrell, Texas"
Texas,Terry,12651,2302083249,"75,33","24,67","Terry, Texas"
Texas,Throckmorton,1641,2363499284,0,100,"Throckmorton, Texas"
Texas,Titus,32334,1051675541,"49,44","50,56","Titus, Texas"
Texas,Tom Green,110224,3941889598,"84,36","15,64","Tom Green, Texas"
Texas,Travis,1024266,2564612388,"94,54","5,46","Travis, Texas"
Texas,Trinity,14585,1796435449,"22,76","77,24","Trinity, Texas"
Texas,Tyler,21766,2394445956,"21,87","78,13","Tyler, Texas"
Texas,Upshur,39309,1509825676,"20,7","79,3","Upshur, Texas"
Texas,Upton,3355,3215013323,0,100,"Upton, Texas"
Texas,Uvalde,26405,4019520455,"68,62","31,38","Uvalde, Texas"
Texas,Val Verde,48879,8144863995,"89,84","10,16","Val Verde, Texas"
Texas,Van Zandt,52579,2182211358,"24,98","75,02","Van Zandt, Texas"
Texas,Victoria,86793,2284739169,"73,37","26,63","Victoria, Texas"
Texas,Walker,67861,2030987606,"54,42","45,58","Walker, Texas"
Texas,Waller,43205,1329777937,"38,36","61,64","Waller, Texas"
Texas,Ward,10658,2164200161,"72,11","27,89","Ward, Texas"
Texas,Washington,33718,1564232347,"46,51","53,49","Washington, Texas"
Texas,Webb,250304,8706199011,"97,4","2,6","Webb, Texas"
Texas,Wharton,41280,2813115336,"50,1","49,9","Wharton, Texas"
Texas,Wheeler,5410,2368603566,0,100,"Wheeler, Texas"
Texas,Wichita,131500,1625932680,"89,33","10,67","Wichita, Texas"
Texas,Wilbarger,13535,2514474467,"78,11","21,89","Wilbarger, Texas"
Texas,Willacy,22134,1529528675,"65,42","34,58","Willacy, Texas"
Texas,Williamson,422679,2896391221,"88,01","11,99","Williamson, Texas"
Texas,Wilson,42918,2081658340,"14,14","85,86","Wilson, Texas"
Texas,Winkler,7110,2178456075,"81,87","18,13","Winkler, Texas"
Texas,Wise,59127,2342442771,"27,89","72,11","Wise, Texas"
Texas,Wood,41964,1671149162,"25,8","74,2","Wood, Texas"
Texas,Yoakum,7879,2071234660,"62,67","37,33","Yoakum, Texas"
Texas,Young,18550,2368460066,"66,43","33,57","Young, Texas"
Texas,Zapata,14018,2585876105,"76,47","23,53","Zapata, Texas"
Texas,Zavala,11677,3360266896,"61,97","38,03","Zavala, Texas"
Utah,Beaver,6629,6707757757,"43,48","56,52","Beaver, Utah"
Utah,Box Elder,49975,14880907163,"68,9","31,1","Box Elder, Utah"
Utah,Cache,112656,3016851000,"84,31","15,69","Cache, Utah"
Utah,Carbon,21403,3829279233,"66,29","33,71","Carbon, Utah"
Utah,Daggett,1059,1805167690,0,100,"Daggett, Utah"
Utah,Davis,306479,773832198,"99,08","0,92","Davis, Utah"
Utah,Duchesne,18607,8394008306,"31,79","68,21","Duchesne, Utah"
Utah,Emery,10976,11557340590,"26,36","73,64","Emery, Utah"
Utah,Garfield,5172,13403502531,0,100,"Garfield, Utah"
Utah,Grand,9225,9509252821,"74,61","25,39","Grand, Utah"
Utah,Iron,46163,8538363871,"77,45","22,55","Iron, Utah"
Utah,Juab,10246,8785958124,"56,53","43,47","Juab, Utah"
Utah,Kane,7125,10334644139,"45,08","54,92","Kane, Utah"
Utah,Millard,12503,17022500900,"26,06","73,94","Millard, Utah"
Utah,Morgan,9469,1577810469,"37,15","62,85","Morgan, Utah"
Utah,Piute,1556,1962668913,0,100,"Piute, Utah"
Utah,Rich,2264,2664514120,0,100,"Rich, Utah"
Utah,Salt Lake,1029655,1922501205,"99,1","0,9","Salt Lake, Utah"
Utah,San Juan,14746,20253675635,"22,13","77,87","San Juan, Utah"
Utah,Sanpete,27822,4118475669,"59,07","40,93","Sanpete, Utah"
Utah,Sevier,20802,4948372346,"35,29","64,71","Sevier, Utah"
Utah,Summit,36324,4847710464,"60,8","39,2","Summit, Utah"
Utah,Tooele,58218,17978017875,"82,3","17,7","Tooele, Utah"
Utah,Uintah,32588,11602350635,"53,15","46,85","Uintah, Utah"
Utah,Utah,516564,5188922666,"96,67","3,33","Utah, Utah"
Utah,Wasatch,23530,3044533262,"73,15","26,85","Wasatch, Utah"
Utah,Washington,138115,6284236933,"84,79","15,21","Washington, Utah"
Utah,Wayne,2778,6373122094,0,100,"Wayne, Utah"
Utah,Weber,231236,1492050864,"94,2","5,8","Weber, Utah"
Vermont,Addison,36821,1984773428,"21,57","78,43","Addison, Vermont"
Vermont,Bennington,37125,1748190656,"35,49","64,51","Bennington, Vermont"
Vermont,Caledonia,31227,1680549138,"25,61","74,39","Caledonia, Vermont"
Vermont,Chittenden,156545,1389731195,"74,01","25,99","Chittenden, Vermont"
Vermont,Essex,6306,1718710619,0,100,"Essex, Vermont"
Vermont,Franklin,47746,1641291023,"28,29","71,71","Franklin, Vermont"
Vermont,Grand Isle,6970,211890629,0,100,"Grand Isle, Vermont"
Vermont,Lamoille,24475,1188278167,0,100,"Lamoille, Vermont"
Vermont,Orange,28936,1779407245,"2,76","97,24","Orange, Vermont"
Vermont,Orleans,27231,1795556430,"14,7","85,3","Orleans, Vermont"
Vermont,Rutland,61642,2408224790,"38,99","61,01","Rutland, Vermont"
Vermont,Washington,59534,1779926134,"47,19","52,81","Washington, Vermont"
Vermont,Windham,44513,2033930747,"31,75","68,25","Windham, Vermont"
Vermont,Windsor,56670,2510570288,"24,41","75,59","Windsor, Vermont"
Virginia,Accomack,33164,1164189289,0,100,"Accomack, Virginia"
Virginia,Albemarle,98970,1866599905,"54,98","45,02","Albemarle, Virginia"
Virginia,Alleghany,16250,1153727336,"47,61","52,39","Alleghany, Virginia"
Virginia,Amelia,12690,920142596,0,100,"Amelia, Virginia"
Virginia,Amherst,32353,1227484444,"36,34","63,66","Amherst, Virginia"
Virginia,Appomattox,14973,863744566,0,100,"Appomattox, Virginia"
Virginia,Arlington,207627,67273573,100,0,"Arlington, Virginia"
Virginia,Augusta,73750,2504515631,"33,56","66,44","Augusta, Virginia"
Virginia,Bath,4731,1370512659,0,100,"Bath, Virginia"
Virginia,Bedford,68676,1950314965,"21,57","78,43","Bedford, Virginia"
Virginia,Bland,6824,926503435,0,100,"Bland, Virginia"
Virginia,Botetourt,33148,1401706839,"35,9","64,1","Botetourt, Virginia"
Virginia,Brunswick,17434,1466381601,"24,49","75,51","Brunswick, Virginia"
Virginia,Buchanan,24098,1302149008,0,100,"Buchanan, Virginia"
Virginia,Buckingham,17146,1501304577,0,100,"Buckingham, Virginia"
Virginia,Campbell,54842,1305008854,"38,89","61,11","Campbell, Virginia"
Virginia,Caroline,28545,1366252458,"21,6","78,4","Caroline, Virginia"
Virginia,Carroll,30042,1229441060,"2,86","97,14","Carroll, Virginia"
Virginia,Charles City,7256,473494077,0,100,"Charles City, Virginia"
Virginia,Charlotte,12586,1230945745,0,100,"Charlotte, Virginia"
Virginia,Chesterfield,316236,1096334108,"94,07","5,93","Chesterfield, Virginia"
Virginia,Clarke,14034,456297605,"30,48","69,52","Clarke, Virginia"
Virginia,Craig,5190,853489575,0,100,"Craig, Virginia"
Virginia,Culpeper,46689,982210871,"38,08","61,92","Culpeper, Virginia"
Virginia,Cumberland,10052,770419651,4,96,"Cumberland, Virginia"
Virginia,Dickenson,15903,856074924,0,100,"Dickenson, Virginia"
Virginia,Dinwiddie,28001,1304619086,"28,79","71,21","Dinwiddie, Virginia"
Virginia,Essex,11151,665944393,"22,72","77,28","Essex, Virginia"
Virginia,Fairfax,1081726,1012604465,"98,61","1,39","Fairfax, Virginia"
Virginia,Fauquier,65203,1676885536,"42,5","57,5","Fauquier, Virginia"
Virginia,Floyd,15279,985283867,0,100,"Floyd, Virginia"
Virginia,Fluvanna,25691,740750095,"37,09","62,91","Fluvanna, Virginia"
Virginia,Franklin,56159,1788195297,"10,77","89,23","Franklin, Virginia"
Virginia,Frederick,78305,1070949703,"55,23","44,77","Frederick, Virginia"
Virginia,Giles,17286,921469073,"33,72","66,28","Giles, Virginia"
Virginia,Gloucester,36858,564116907,"35,37","64,63","Gloucester, Virginia"
Virginia,Goochland,21717,728861838,"3,01","96,99","Goochland, Virginia"
Virginia,Grayson,15533,1145227587,"0,12","99,88","Grayson, Virginia"
Virginia,Greene,18403,404675804,"48,76","51,24","Greene, Virginia"
Virginia,Greensville,12243,764632769,"12,99","87,01","Greensville, Virginia"
Virginia,Halifax,36241,2118193284,"22,92","77,08","Halifax, Virginia"
Virginia,Hanover,99863,1213502928,"60,91","39,09","Hanover, Virginia"
Virginia,Henrico,306935,605271846,"95,73","4,27","Henrico, Virginia"
Virginia,Henry,54151,990240760,"39,28","60,72","Henry, Virginia"
Virginia,Highland,2321,1075249079,0,100,"Highland, Virginia"
Virginia,Isle of Wight,35270,817432028,"42,61","57,39","Isle of Wight, Virginia"
Virginia,James City,67009,368909132,"84,15","15,85","James City, Virginia"
Virginia,King and Queen,6945,816203901,0,100,"King and Queen, Virginia"
Virginia,King George,23584,465255721,"26,81","73,19","King George, Virginia"
Virginia,King William,15935,709504582,"16,79","83,21","King William, Virginia"
Virginia,Lancaster,11391,345115848,0,100,"Lancaster, Virginia"
Virginia,Lee,25587,1127987182,"0,44","99,56","Lee, Virginia"
Virginia,Loudoun,312311,1335297272,"87,4","12,6","Loudoun, Virginia"
Virginia,Louisa,33153,1285411656,0,100,"Louisa, Virginia"
Virginia,Lunenburg,12914,1118054299,0,100,"Lunenburg, Virginia"
Virginia,Madison,13308,830565702,0,100,"Madison, Virginia"
Virginia,Mathews,8978,222555448,0,100,"Mathews, Virginia"
Virginia,Mecklenburg,32727,1619998831,"22,19","77,81","Mecklenburg, Virginia"
Virginia,Middlesex,10959,337492226,0,100,"Middlesex, Virginia"
Virginia,Montgomery,94392,1002361193,"75,07","24,93","Montgomery, Virginia"
Virginia,Nelson,15020,1219510167,0,100,"Nelson, Virginia"
Virginia,New Kent,18429,543196546,0,100,"New Kent, Virginia"
Virginia,Northampton,12389,548073024,0,100,"Northampton, Virginia"
Virginia,Northumberland,12330,495452184,0,100,"Northumberland, Virginia"
Virginia,Nottoway,15853,814271729,"47,66","52,34","Nottoway, Virginia"
Virginia,Orange,33481,882624058,"42,22","57,78","Orange, Virginia"
Virginia,Page,24042,805112691,"19,84","80,16","Page, Virginia"
Virginia,Patrick,18490,1251212174,0,100,"Patrick, Virginia"
Virginia,Pittsylvania,63506,2509545576,"14,37","85,63","Pittsylvania, Virginia"
Virginia,Powhatan,28046,673969480,"0,32","99,68","Powhatan, Virginia"
Virginia,Prince Edward,23368,906392425,"36,79","63,21","Prince Edward, Virginia"
Virginia,Prince George,35725,686749234,"46,6","53,4","Prince George, Virginia"
Virginia,Prince William,402002,871276091,"95,83","4,17","Prince William, Virginia"
Virginia,Pulaski,34872,828427584,"53,1","46,9","Pulaski, Virginia"
Virginia,Rappahannock,7373,689525028,0,100,"Rappahannock, Virginia"
Virginia,Richmond,9254,495962821,0,100,"Richmond, Virginia"
Virginia,Roanoke,92376,648838102,"81,46","18,54","Roanoke, Virginia"
Virginia,Rockbridge,22307,1547668571,"8,36","91,64","Rockbridge, Virginia"
Virginia,Rockingham,76314,2199121564,"40,67","59,33","Rockingham, Virginia"
Virginia,Russell,28897,1227192858,"11,81","88,19","Russell, Virginia"
